Attr1;Attr2;Attr3;Attr4;Attr5;Attr6;Attr7;Attr8;Attr9;Attr10;Attr11;Attr12;Attr13;Attr14;Attr15;Attr16;Attr17;Attr18;Attr19;Attr20;Attr22;Attr23;Attr24;Attr25;Attr26;Attr28;Attr30;Attr31;Attr32;Attr33;Attr34;Attr35;Attr36;Attr38;Attr39;Attr40;Attr41;Attr42;Attr43;Attr44;Attr45;Attr46;Attr47;Attr48;Attr49;Attr50;Attr51;Attr52;Attr53;Attr54;Attr56;Attr57;Attr58;Attr59;Attr60;Attr61;Attr62;Attr63;Attr64;Class;Sample
-0,009989;0,58588;0,33324;1,5688;26,846;-0,255353;0,002887;0,70684;2,2054;0,41412;0,076097;0,004928;0,015778;0,002887;6145,7;0,059391;1,7068;0,002887;0,001309;27,157;0,07326;-0,00453;0,097496;0,18038;0,037413;4,1202;0,17482;0,001336;100,52;3,6312;3,6312;0,077935;2,2054;0,41412;0,035338;0,36392;0,18569;0,033219;116,83;89,672;-0,060878;1,2887;28,152;0,041352;0,01875;1,5688;0,58588;0,27539;5,1202;5,1202;0,035338;-0,024122;0,9987;0;13,44;4,0704;96,964;3,7643;27,268;NB;U
0,062761;0,45688;0,30185;2,9518;22,695;0,21402;0,0792;1,045;1,1178;0,47746;0,0792;0,51211;0,13779;0,0792;1124,7;0,32454;2,1888;0,0792;0,0736;82,712;0,11909;0,058323;0,2742;0,47746;0,28856;0,55538;0,39237;0,0736;58,635;6,2249;0,26067;0,11909;1,0916;0,77969;0,11067;0,23479;0,079826;0,11067;142,52;59,813;0,25737;1,375;92,453;0,050016;0,04648;0,99917;0,15465;0,16064;0,87849;1,4346;0,10537;0,13145;0,89463;0,63299;4,4129;6,1024;52,457;6,9581;1,9799;NB;U
0,057474;0,60637;0,20744;1,3914;-26,727;0;0,074417;0,64916;2,2744;0,39363;0,14451;0,14041;0,046754;0,074417;2081,3;0,17537;1,6492;0,074417;0,032719;58,098;0,14093;0,02527;0,50552;0,10045;0,14743;0,79004;0,26238;0,044615;90,705;4,024;3,5172;0,14173;2,2744;0,4483;0,062314;0,020682;0,11694;0,061961;116,58;58,485;0,15876;0,70831;61,959;0,10901;0,047926;1,2161;0,53;0,24851;1,4992;1,7074;0,062314;0,14601;0,96807;0,1389;6,2825;6,2409;85,053;4,2914;8,6624;NB;U
-0,033909;0,50085;0,29853;2,0084;-20,214;0,092405;-0,03847;0,93667;1,015;0,46913;-0,03847;-0,12994;0,018198;-0,03847;8030,315;0,041747;1,9966;-0,03847;-0,033482;109,32;0,003401;-0,029512;0,12922;0,46913;0,050853;0,73635;0,42764;-0,033482;95,454;3,8238;0,00679;0,003401;1,1582;0,67393;0,00296;0,081578;0,26229;0,00296;181,21;71,894;-0,09854;0,84602;110,95;-0,055978;-0,04872;1,1871;0,29605;0,26152;1,1571;1,6623;0,014736;-0,07228;0,98526;0,43655;3,3389;5,0769;94,047;3,881;2,834;NB;U
0;0,61894;0,020542;1,041;-73,612;0;0,034213;0,61567;1,5599;0,38106;0,098955;0,068298;0,07597;0,034213;1906,3;0,19147;1,6157;0,034213;0,021933;68,657;0,098211;0;0,15809;0,35623;0,13619;0,042929;0,39129;0,045054;126,93;2,8757;2,3275;0,11935;1,5599;0,49478;0,076509;0,025967;0,11305;0,062959;118,98;50,321;0;0,45527;74,345;0,013919;0,008923;0,84255;0,50094;0,34774;0,79635;1,034;0,076509;0;0,97821;0,29842;5,3163;7,2535;117,21;3,114;3,2599;NB;U
0,032389;0,53032;-0,14226;0,692595;-151,81;-0,017497;0,032389;0,88567;0,74968;0,46968;0,044127;0,070096;0,13787;0,032389;1872,8;0,1949;1,8857;0,032389;0,043204;23,863;0,001492;0,043204;0,073275;0,37482;0,1949;-0,20914;0,70419;0,081844;269,582;1,40345;1,0495;0,013263;0,74968;0,52068;0,017692;0,034435;0,24395;0,00199;147,96;124,1;0,66084;0,58606;32,142;-0,069478;-0,092677;0,60306;0,46207;0,712566;0,69052;0,76549;0,25758;0,068959;0,82292;0,10858;15,296;2,9412;224,97;1,6224;1,1022;NB;U
-0,013075;0,26448;0,31431;2,2566;23,145;0;-0,010131;2,781;1,1011;0,73552;0,019513;-0,040502;0,02523;-0,010131;3474,8;0,10504;3,781;-0,010131;-0,0092;79,982;0,001289;-0,011874;0,15769;0,73095;0,093909;0,72161;0,23026;-0,008224;82,466;4,426;4,1858;-0,005934;1,1011;0,73552;-0,005389;0,06087;0,22489;0,001171;182,05;102,07;-0,054189;1,2919;79,553;-0,036623;-0,03326;2,1341;0,25012;0,22594;1,6886;1,6886;-0,005389;-0,017777;1,0088;0;4,5635;3,576;82,911;4,4023;2,528;NB;U
0,063889;0,29633;0,26969;2,1231;-16,173;0,2342;0,079678;1,0572;1,0981;0,31328;0,079678;0,3318;0,10748;0,079678;1185,8;0,30782;3,3746;0,079678;0,093884;115,36;0,084967;0,075279;0,29728;0,31328;0,25454;0,5502;0,34767;0,093884;113,41;3,2184;0,28673;0,084967;0,95351;0,36948;0,10012;0,15379;0,10095;0,10012;203,38;88,021;0,23818;1,0061;126,68;0,073427;0,086518;1,7205;0,24014;0,31071;0,63913;0,75378;0,089343;0,20393;0,91066;0,17938;3,164;4,1468;103,28;3,5342;1,7314;NB;U
0,076692;0,24632;0,34537;2,4147;56,247;0,092398;0,066496;2,5685;1,041;0,63268;0,066496;0,27238;0,071989;0,066496;809,19;0,45107;4,0597;0,066496;0,043084;22,574;0,053;0,049689;0,077829;0,63268;0,49246;0,84133;0,044292;0,043084;60,102;6,073;0,21516;0,053;1,5759;0,63487;0,034339;0,83232;0,082964;0,034339;91,356;68,781;0,80341;2,0237;23,5;0,008386;0,005434;2,3932;0,24413;0,16466;1,5412;1,5466;0,039397;0,12122;0,9606;0,003464;16,169;5,3067;57,734;6,3221;3,7599;NB;U
-0,12221;0,79665;-0,163267;0,692595;-153,197;-0,14774;-0,12801;0,25525;0,7944;0,20335;-0,041293;-0,22937;-0,06363;-0,12801;-2448,7;-0,126267;1,2553;-0,12801;-0,112564;16,183;-0,041293;-0,102722;-0,17109;-0,015016;-0,126917;-0,343879;0,97577;-0,090276;269,582;1,40345;1,056;-0,046871;0,7944;0,24439;-0,059002;0,039013;1,0729;-0,05198;62,087;45,904;-1,069795;0,325332;15,281;-0,09302;-0,11709;0,469432;0,74323;0,712566;0,24327;0,530704;-0,059002;-0,329713;1,08138;0,20182;22,554;7,9514;248,908;1,46642;0,95038;NB;U
0,19313;0,16158;0,58238;4,6042;102,85;0,32384;0,24584;3,9153;1,0438;0,63265;0,24584;1,5215;0,14816;0,24584;191,68;1,9042;6,1888;0,24584;0,11838;4,92349;0,23611;0,092994;0,42942;0,63265;1,578;2,2747;-0,031525;0,11838;29,643;12,313;1,4612;0,23611;2,2489;0,63265;0,11369;1,5195;0,017829;0,11369;87,605;85,29;4,818735;4,5227;4,78758;0,17426;0,08391;4,6042;0,16158;0,081215;2,471;2,471;0,041975;0,30527;0,95803;0;74,136;4,2795;28,399;12,853;8,1113;NB;U
0,11153;0,091417;0,27296;4,3438;48,113;0,26872;0,13541;9,614475;1,1379;0,891444;0,13541;1,6588;0,14067;0,13541;200,3;1,8223;10,9394;0,13541;0,12805;46,777;0,12145;0,10547;0,32499;0,860861;1,5298;0,42292;0,045638;0,12805;32,061;11,384;1,4878;0,12145;1,0942;0,89993;0,11485;0,59284;0,01991;0,11485;105,69;58,912;0,82301;2,6837;53,227;0,10811;0,10224;4,3438;0,08163;0,087839;1,3943;1,3943;0,12118;0,12394;0,87882;0;7,803;6,1957;28,176;12,954;1,6384;NB;U
-0,038804;0,19573;0,44686;3,3879;-22,57;-0,255353;-0,038804;4,1092;0,692476;0,80427;-0,035069;-0,20736;0,056127;-0,038804;2275,6;0,1604;5,1092;-0,038804;-0,069374;124,218;-0,03575;-0,069374;-0,20463;-0,030869;0,1604;1,2209;0,33756;-0,069335;114,74;3,1811;3,0414;-0,035948;0,55934;0,80427;-0,064269;1,4487;0,18939;-0,063915;228,4495;96,119;-0,17998;2,2358;132,19;-0,10595;-0,145044;3,2392;0,18713;0,31436;2,1974;2,1974;-0,064268;-0,048247;1,0685;0;2,93837;3,7974;122,12;2,989;1,5282;NB;U
0,056304;0,6179;0,12712;1,3529;-2,187;0;0,075093;0,61839;1,9771;0,3821;0,12456;0,20844;0,065105;0,075093;1752,1;0,20832;1,6184;0,075093;0,037981;24,415;0,12452;0,028478;0,18728;0,37053;0,17791;0,24799;0,30359;0,046469;71,44;5,1092;2,9789;0,1365;1,9771;0,6285;0,06904;0,064895;0,11562;0,062978;85,66;61,245;0,42574;0,98577;26,226;0,07089;0,035855;0,78878;0,36026;0,19573;0,7454;1,2261;0,06904;0,14735;0,9621;0,64484;14,95;5,9597;66,508;5,4881;3,857;NB;U
0,099513;0,101;0,6129;7,0684;79,993;0,29612;0,12325;8,3344;1,0965;0,84176;0,12325;1,2203;0,1115;0,12325;219,63;1,6619;9,9011;0,12325;0,081869;76,304;0,12602;0,066102;0,36806;0,84176;1,4269;2,1423;0,051568;0,081869;26,851;13,593;1,2477;0,12602;1,5164;0,84176;0,083709;0,26138;0,019461;0,083709;166,69;90,383;0,3162;3,9524;83,671;0,08142;0,054083;6,946005;0,101;0,073566;2,9422;2,9422;0,088044;0,11822;0,91196;0;4,7835;4,0384;24,487;14,906;5,262;NB;U
0,051134;0,10938;0,657661;7,648165;186,876;-0,255353;0,051134;8,1424;1,6231;0,89062;0,051134;0,49835;0,269038;0,051134;85,804;2,318185;9,1424;0,051134;0,031504;121,77;0;0,031504;0,12631;-0,030869;2,010605;4,2063;0,022116;0,065512;50,755;7,1914;6,7461;0,034541;1,6231;0,89062;0,021281;0,72937;0,008804;0;169,29;47,519;0,094434;2,7888;138,848;-0,193048;-0,145044;6,946005;0,10261;0,13905;5,167;5,167;0,305068;0,057414;0,700755;0;2,9975;7,6811;23,7897;15,343;9,4165;NB;U
0,064526;0,38713;0,030718;1,09;-37,559;0,15865;0,079316;1,541;1,0975;0,59657;0,079316;0,23228;0,1183;0,079316;1269,2;0,28757;2,5831;0,079316;0,084281;44,86;0,096541;0,068565;0,19548;0,59657;0,24937;0,048928;0,41012;0,084281;145,34;2,5113;0,24938;0,096541;0,96084;0,64224;0,10258;0,009881;0,099006;0,10258;143,44;98,577;0,55788;0,75123;49,232;0,064529;0,068569;0,96138;0,34146;0,3982;0,95023;1,023;0,088807;0,10816;0,91119;0,07655;8,1365;3,7027;132,44;2,7561;1,499;NB;U
0,060531;0,3599;0,14639;1,4075;-55,461;0,040801;0,062841;1,7355;1,0585;0,62461;0,062841;0,17494;0,08684;0,062841;1012,9;0,36035;2,7785;0,062841;0,042078;86,262;0,076152;0,040531;0,042593;0,62461;0,35393;0,29611;0,21151;0,042078;92,932;3,9276;0,21159;0,076152;1,5018;0,6253;0,050991;0,12396;0,082744;0,050991;112,69;26,427;0,1715;0,42498;91,31;0,009303;0,006229;1,4048;0,35922;0,25461;1,2634;1,2648;0,055289;0,09691;0,94471;0,001101;4,2313;13,811;87,794;4,1575;3,0208;NB;T
0,086921;0,68474;-0,11124;0,79709;-87,914;0,14962;0,11149;0,44704;1,0628;0,30611;0,11149;0,20336;0,12719;0,11149;1343,4;0,2717;1,4604;0,11149;0,076225;51,009;0,14733;0,059426;0,19368;0,30611;0,23581;-0,19759;0,46038;0,076225;145,4;2,5104;0,21516;0,14733;1,5361;0,4426;0,10073;0,024801;0,10146;0,10073;105,66;54,648;0,42523;0,42424;54,21;0,072783;0,04976;0,6382;0,54824;0,39834;0,5437;0,78615;0,059055;0,28396;0,94094;0,44592;7,1556;6,6791;136,81;2,6679;2,598;NB;T
0,1478;0,51775;-0,005723;0,97817;-40,917;0,36902;0,1478;0,89131;1,2305;0,46148;0,1478;0,5637;0,2644;0,1478;737,17;0,49514;1,9314;0,1478;0,15243;26,571;0,16802;0,15243;0,36902;0,46148;0,49514;-0,007697;0,52556;0,15243;121,45;3,0054;0,32453;0,16802;0,98172;0,71704;0,17329;0,034634;0,061544;0,17329;93,128;66,557;2,094;0,70897;32,694;0,059464;0,061328;0,49535;0,26219;0,33273;0,62066;0,96437;0,18729;0,32027;0,81271;0,55378;13,737;5,484;98,7;3,6981;1,3041;NB;T
0,13057;0,36271;0,39649;4,6018;112,8;0;0,16159;1,757;1,3891;0,63729;0,16893;1,4679;0,19563;0,16159;487,18;0,74921;2,757;0,16159;0,11632;12,417;0,16337;0,093992;0,56459;0,58972;0,66369;0,80355;0,11517;0,11632;32,924;11,086;3,3646;0,16875;1,3891;0,88992;0,12148;1,8541;0,044201;0,11761;79,477;67,06;2,7629;4,1725;14,134;0,053207;0,038302;1,3966;0,11008;0,090204;1,2916;1,8035;0,12148;0,20488;0,88414;0,39642;29,395;5,4429;28,925;12,619;2,8153;NB;T
-0,041766;0,13246;0,68271;6,2522;273,56;-0,097541;-0,041766;6,5494;0,95369;0,86754;-0,041756;-0,32131;0,059904;-0,041766;846,29;0,43129;7,5494;-0,041766;-0,043794;4,4373;-0,044694;-0,043794;-0,055796;-0,13931;0,43129;3,6449;0,036416;-0,043784;48,505;7,525;7,3843;-0,024453;0,95369;0,86754;-0,025641;0,77493;0,081462;-0,046864;272,49;268,05;-3,6024;6,163;4,3264;-0,14359;-0,15056;6,1353;0,12999;0,13289;4,6317;4,6317;-0,025641;-0,048143;1,0434;0;82,257;1,3617;49,749;7,3369;5,0916;NB;T
-0,048958;0,27934;0,61413;4,513;12,164;0;-0,054336;2,5798;2,6672;0,72066;-0,037595;-0,31082;0,022678;-0,054336;1685,7;0,21653;3,5798;-0,054336;-0,020372;71,232;-0,047465;-0,018355;-0,0154;0,40732;0,23579;2,9098;0,10086;-0,019691;23,533;15,51;9,7064;-0,044173;2,6672;0,72066;-0,016561;0,092686;0,13824;-0,017795;105,75;34,514;-0,094054;1,5354;70,071;-0,16229;-0,060845;2,8243;0,17482;0,064474;3,4146;3,4146;-0,016561;-0,067935;1,0203;0;5,1241;10,575;23,923;15,257;12,638;NB;T
0,063718;0,27648;0,066849;1,2903;0,69055;0,19983;0,081665;2,2767;1,0456;0,62947;0,081665;0,35469;0,18809;0,081665;750,1;0,4866;3,6169;0,081665;0,11417;30,868;0,074303;0,089083;0,25186;0,62947;0,42169;0,095104;0,34481;0,11417;122,85;2,9712;0,26874;0,074303;0,78708;0,67571;0,10388;0,15201;0,071475;0,10388;133,75;102,88;1,0534;1,0276;32,275;0,021431;0,029962;1,0745;0,23024;0,33656;0,89552;0,96131;0,043585;0,10123;0,95642;0,073462;11,824;3,5479;117,49;3,1066;1,0176;NB;T
0,20649;0,2373;0,21717;1,9198;136,09;-0,040584;0,20649;3,2141;0,3381;0,7627;0,2116;0,87458;0,64176;0,20649;399,18;0,91438;4,2141;0,20649;0,61074;48,71;0,20734;0,61074;0,11078;0,36978;0,91438;0,39723;0,6751;0,62497;229,14;1,5929;1,5849;-0,037988;0,3381;0,7627;-0,11235;0,18164;0,036313;0,61325;443,04;394,33;4,5765;1,7287;43,79;0,19685;0,58222;1,9102;0,23611;0,62779;1,395;1,395;-0,11235;0,27074;0,65616;0;7,4934;0,92563;254,89;1,432;0,61842;NB;T
0,21037;0,18437;0,77578;5,3152;236,73;0;0,21037;4,424;1,3427;0,81563;0,21344;1,1702;0,19131;0,21037;261,97;1,3933;5,424;0,21037;0,15668;6,7492;0,21195;0,15668;0,87474;0,21037;1,3933;17,456;0,12481;0,15695;57,124;6,3896;6,2306;0,19399;1,3427;0,81563;0,14448;0,23887;0,023778;0,15785;248,08;241,33;8,4731;5,1771;7,889;0,16545;0,12322;5,1829;0,17978;0,1565;18,353;18,353;0,14448;0,25792;0,85081;0;54,08;1,5124;48,871;7,4686;30,212;NB;T
0,1493;0,53075;0,49391;2,0658;126,3;0;0,20456;0,88413;1,498;0,46925;0,22056;0,44139;0,13697;0,20456;944,18;0,38658;1,8841;0,20456;0,13656;20,811;0,20325;0,099667;0,46717;0,46856;0,28246;11,579;0,24926;0,13951;149,65;2,4391;2,1298;0,36759;1,498;0,46925;0,24539;0,36578;0,08678;0,13568;191,97;171,16;1,7481;1,8815;27,578;0,20263;0,13527;1,8038;0,46344;0,40999;11,001;11,001;0,24539;0,31816;0,86505;0;17,539;2,1326;112,92;3,2323;35,117;NB;T
0,00126;0,83955;-0,15425;0,26472;-177,77;0,013069;0,003961;0,17903;1,0993;0,1503;0,003961;0,018882;0,10837;0,003961;6566,1;0,055588;1,1911;0,003961;0,009199;3,0734;0,045184;0,002926;0,017443;0,1503;0,052371;-0,16332;1,9413;0,009199;195,46;1,8674;0,053819;0,045184;0,44569;0,78007;0,10493;0,086027;0,31404;0,10493;31,774;28,701;0,34744;0,24744;3,3785;0,002476;0,005749;0,066148;0,20978;0,53551;0,15914;0,82594;0,090307;0,008382;0,90969;4,19;118,76;12,717;177,81;2,0528;0,45595;NB;T
0,000781;0,74162;-0,023295;0,94473;-60,095;0;0,000781;0,3484;0,93485;0,25838;0,060268;0,001854;0,03922;0,000781;7382,8;0,049439;1,3484;0,000781;0,000836;29,558;0;0,000836;0,099113;0,24537;0,049439;-0,038706;0,69773;0,005267;234,24;1,5582;0,88552;0,000216;0,93485;0,44472;0,000231;0,22299;0,68891;0;118,76;89,206;0,010319;0,7651;42,076;-0,035884;-0,038385;0,53688;0,42146;0,64176;0,42932;0,73894;0,29751;0,003024;0,76844;0,7212;12,349;4,0917;164,55;2,2181;1,5533;NB;T
0,041764;0,17688;-0,021163;0,64775;-1152,4;0;0,041764;4,6537;0,023606;0,82312;0,042284;0,69513;1,8209;0,041764;1501,9;0,24302;5,6537;0,041764;1,7692;59,202;0,000714;1,7692;0,13451;0,81946;0,24302;-0,02202;7,2843;3,8369;1869,1;0,19528;0,066333;0,001481;0,023606;0,82312;0,062737;0,2261;3,0496;0,030228;391,71;332,51;10,908;0,58403;119,11;-0,000506;-0,021445;0,22003;0,060082;5,1208;0,85645;0,85645;0,50298;0,050739;1,1891;0;6,1653;1,0977;928,99;0,3929;0,024562;NB;T
-0,016046;0,76417;0,08775;1,2792;-8,1402;0;-0,019004;0,30861;1,4495;0,23583;0,077985;-0,060458;0,076211;-0,019004;2524,9;0,14456;1,3086;-0,019004;-0,013111;28,983;0,040699;-0,01107;-0,000876;0,23262;0,14843;0,14676;0,50937;-0,000347;79,01;4,6197;1,9003;-0,002608;1,4495;0,49687;-0,001799;0,09026;0,14968;0,028077;94,104;65,121;-0,13941;0,91299;28,931;-0,088775;-0,061244;0,52618;0,31434;0,21647;0,39442;0,83101;-0,001799;-0,068042;1,0124;1,1069;12,593;5,605;79,152;4,6114;2,4243;NB;T
0,10438;0,50002;0,41428;2,2295;39,37;-0,02517;0,10438;0,99994;2,8541;0,49998;0,11978;0,30977;0,089389;0,10438;715,37;0,51022;1,9999;0,10438;0,036571;16,593;0,11544;0,036571;0,57257;0,49175;0,51022;1,6653;0,064133;0,038146;45,019;8,1077;5,4635;0,12221;2,8541;0,49998;0,042819;0,94745;0,062616;0,040447;55,246;38,653;0,80446;1,8445;17,335;-0,035306;-0,01237;1,5024;0,33695;0,12334;2,0098;2,0098;0,042819;0,20876;0,96393;0;21,997;9,4429;43,091;8,4704;11,473;NB;T
0,088955;0,52079;0,25;1,6057;57,151;0;0,1083;0,92017;1,3105;0,47921;0,13407;0,26237;0,1508;0,1083;961,83;0,37948;1,9202;0,1083;0,082638;14,308;0,11568;0,067879;0,3293;0,33419;0,34234;0,74134;0,27589;0,096745;123,92;2,9454;2,3345;0,094738;1,3105;0,58312;0,072292;0,43376;0,084674;0,088275;134,73;120,42;1,7316;1,4812;15,423;0,026351;0,020107;1,2726;0,41276;0,33951;1,421;1,7291;0,072292;0,18563;0,92012;0,21682;25,51;3,0311;114,96;3,1749;3,886;NB;T
-0,05575;0,77692;0,029965;1,0901;-15,875;0;-0,049739;0,28714;1,5308;0,22308;0,007021;-0,14952;0,003798;-0,049739;48777;0,007483;1,2871;-0,049739;-0,032492;18,956;0,006657;-0,036419;-0,070423;0,003918;-0,000254;0,047013;0,50081;-0,013;79,365;4,599;1,9692;0,00091;1,5308;0,6258;0,000594;0,077417;0,41629;0,004349;80,322;61,366;-0,70125;0,85109;18,967;-0,048895;-0,031941;0,46674;0,33266;0,21744;0,35;0,98183;0,000594;-0,24991;1,032;1,8052;19,255;5,9479;79,318;4,6017;2,4017;NB;T
0,29956;0,61356;0,74201;5,2002;48,173;-0,25432;0,29956;0,62984;1,9966;0,38644;0,29956;1,6957;0,20225;0,29956;554,59;0,65815;1,6298;0,29956;0,15004;102,32;0;0,15004;0,58364;0,045236;0,65815;9,123;0,27516;0,33713;44,573;8,1888;2,3578;0,004462;1,9966;0,82263;0,002235;0,37869;0,19617;0;155,72;53,399;0,53524;2,0321;141,21;-0,10426;-0,052218;1,4973;0,17666;0,12212;4,7513;10,114;0,27544;0,77516;0,73252;1,1287;3,5674;6,8353;32,296;11,302;24,548;NB;T
0,076905;0,47228;0,04652;1,1206;-20,126;-0,000842;0,076905;1,1174;0,93099;0,52772;0,077655;0,19929;0,088037;0,076905;2103,2;0,17354;2,1174;0,076905;0,082605;33,229;0;0,082605;0,030276;0,28359;0,17354;0,081962;0,49061;0,17143;199,64;1,8283;1,4939;0,025769;0,93099;0,56325;0,027679;0,042624;3,1133;0;163,08;129,85;0,90736;0,90092;43,847;-0,005057;-0,005431;0,9156;0,3859;0,54695;0,92977;0,99236;0,24215;0,14573;0,7784;0,067316;10,984;2,8108;151,29;2,4125;1,6403;NB;T
0,30553;0,10945;0,23452;3,1426;22,322;0,73331;0,30553;6,3377;1,2381;0,69368;0,30553;2,7914;0,25171;0,30553;111,16;3,2836;9,1364;0,30553;0,21398;42,305;0,30756;0,21398;0,73331;0,69368;3,2836;0,35748;0,071268;0,21398;34,643;10,536;2,81;0,30756;1,4771;0,69368;0,21541;0,078211;0,009956;0,21541;85,743;43,438;1,8462;1,6307;52,379;0,25369;0,17768;3,1426;0,10945;0,094912;1,0574;1,0574;0,19233;0,44044;0,80767;0;8,6279;8,4027;27,98;13,045;2,1764;NB;T
0,039021;0,092094;0,28253;8,0506;164,03;0;0,039021;9,8584;0,59484;0,90791;0,040525;0,97378;0,22517;0,039021;250,96;1,4544;10,858;0,039021;0,065598;41,755;0,040347;0,065598;0,13949;0,040822;1,4544;0,41707;0,11161;0,067908;26,12;13,974;6,0803;0,034885;0,59484;0,95947;0,058646;0,70607;0,022694;0,067827;180,59;138,83;0,57342;6,3524;44,356;-0,054574;-0,091745;3,5029;0,040071;0,071561;1,3403;1,4164;0,058646;0,042979;0,9353;0,056792;8,7414;2,6291;24,588;14,845;0,87812;NB;T
0,007559;0,71344;0,008566;1,012;-23,122;0;0,017269;0,40165;1,8533;0,28656;0,030522;0,024205;0,034239;0,017269;4103,9;0,088941;1,4017;0,017269;0,009318;23,882;0,030121;0,004078;0,15712;0,007559;0,07533;0,030814;0,38475;0,015386;142,8;2,556;2,556;0,029719;1,8533;0,28656;0,016036;0,002617;0,31166;0,016253;141,83;117,95;0,062335;0,84204;24,271;-0,016064;-0,008668;1,012;0,71344;0,39124;1,0308;1,0308;0,016036;0,026377;0,99069;0;15,284;3,0946;140,51;2,5977;6,6667;NB;T
0,054662;0,54401;0,35612;1,6656;99,138;0;0,068143;0,83819;1,1257;0,45599;0,085093;0,12736;0,067771;0,068143;2602,9;0,14023;1,8382;0,068143;0,060537;18,334;0,085093;0,04856;0,18436;0,38099;0,11545;3,2715;0,47227;0,075593;187,33;1,9484;1,9162;0,083199;1,1257;0,46497;0,073911;0,050737;0,19449;0,075594;280,16;261,82;0,96677;1,5599;19,797;0,076949;0,068359;1,6381;0,53503;0,51324;4,189;4,2715;0,073911;0,11988;0,94352;0,019701;19,909;1,3941;173,49;2,1039;10,341;NB;T
0,018188;0,46827;0,020564;1,048;-81,777;0;0,028602;1,1355;1,2117;0,53173;0,053775;0,066722;0,02867;0,028602;4919,9;0,074189;2,1355;0,028602;0,023604;82,872;0,053775;0,01501;0,14609;0,11727;0,051951;0,037338;0,37969;0,02362;138,15;2,642;2,4186;0,079168;1,2117;0,5331;0,065335;0,02217;0,26052;0,044379;132,46;49,585;0,066111;0,40618;88,665;0,047636;0,039313;0,95936;0,42867;0,3785;0,96544;0,96793;0,065335;0,034206;0,97645;0,002574;4,4044;7,3611;129,13;2,8267;2,2001;NB;T
0,083314;0,10656;0,24494;3,2987;142,33;0,21276;0,084481;8,3138;1,1157;0,88589;0,084481;0,79283;0,27811;0,084481;183,04;1,9941;9,3847;0,084481;0,11057;11,65;0,080383;0,10905;0,21445;0,88589;1,9832;0,3777;-0,19754;0,11057;56,796;6,4265;0,75437;0,080383;0,77146;0,88589;0,10521;2,4204;0,016811;0,10521;44,708;33,059;3,4166;3,0698;12,998;-0,04762;-0,062328;3,2987;0,10656;0,15561;1,366;1,366;0,10372;0,094046;0,89628;0;31,331;11,041;50,906;7,1701;1,1781;NB;T
0,065164;0,12853;0,33326;3,5927;154,26;0,11949;0,085613;6,5306;1,0761;0,8394;0,085613;0,66607;0,19476;0,085613;329,91;1,1064;7,7801;0,085613;0,11725;30,668;0,084868;0,089248;0,15893;0,8394;0,94726;0,61919;-0,053245;0,11725;69,141;5,279;0,66028;0,084868;0,80076;0,8394;0,11623;1,3444;0,029873;0,11623;144,46;113,79;1,0622;3,1155;33,001;0,028277;0,038728;3,5927;0,12853;0,18943;1,5596;1,5596;0,070685;0,077631;0,92931;0;11,902;3,2075;64,254;5,6806;1,3566;NB;T
-0,14307;0,90561;0,061894;1,0717;-27,227;0,012398;-0,11851;0,10423;4,4096;0,094394;-0,08926;-0,13738;-0,023088;-0,11851;-3246,6;-0,11242;1,1042;-0,11851;-0,026875;28,897;-0,089369;-0,032446;-0,10388;0,04611;-0,13955;0,82011;0,20314;-0,02288;74,424;4,9043;4,6716;0,17897;4,4096;0,13736;0,040587;0,047887;-0,4154;-0,020267;73,107;44,21;-0,40983;0,66705;30,119;-0,10607;-0,024054;1,0209;0,86264;0,2039;1,2507;1,8201;0,040587;-1,5157;1,0268;0,45522;12,631;8,256;71,403;5,1118;58,428;NB;T
0,15295;0,86722;0,36417;1,6934;-8,9739;0;0,15295;0,15312;2,7425;0,13278;0,23787;0,29122;0,06715;0,15295;1718,8;0,21236;1,1531;0,15295;0,05577;56,11;0,23369;0,05577;-0,035091;0,025911;0,21236;3,2922;0,30701;0,081696;71,561;5,1005;3,0891;0,063652;2,7425;0,47478;0,023209;0,064369;0,10912;0,085211;113,87;57,758;0,36279;0,89066;57,443;0,20248;0,073831;1,0256;0,52522;0,19606;1,2004;4,2922;0,023209;1,1519;0,9479;2,5756;6,5051;6,3195;69,9;5,2217;24,794;NB;T
0,38604;0,48647;0,47081;1,9678;9,661;0,24989;0,38604;1,0556;3,2335;0,51353;0,41445;0,79355;0,12151;0,38604;451,94;0,80762;2,0556;0,38604;0,11939;39,3;0,41435;0,11939;1,1004;0,44178;0,80762;11,022;0,13249;0,12235;63,091;5,7853;5,7853;0,41913;3,2335;0,51353;0,12962;0,21662;0,0385;0,12814;96,164;56,864;1,1088;1,2521;45,153;0,4075;0,12603;1,9678;0,48647;0,17285;12,022;12,022;0,12962;0,75174;0,88105;0;9,2875;6,4188;54,913;6,6468;75,699;NB;T
